gene_id	gene_name	A_1	A_2	A_3	A_4	A_5	A_6	B_1	B_2	B_3	B_4	B_5	B_6	C_1	C_2	C_3	C_4	C_5	C_6
ENSG00000000003.16	TSPAN6	2886.34976498782	2724.60335272266	2929.89098771541	2827.4864482031	2862.55642529595	2934.62484196622	2389.88818555146	2482.99798134787	2495.43530255768	2691.50280518487	2756.82594290272	2616.58377264103	2772.03155038357	2961.27457770908	2674.65490204167	2597.25599353896	2714.77739723167	2666.62652944008
ENSG00000000005.6	TNMD	911.387	911.387	911.387	911.387	911.387	911.387	911.387	911.387	911.387	911.387	911.387	911.387	911.387	911.387	911.387	911.387	911.387	911.387
ENSG00000000419.14	DPM1	789.454463028117	799.691363498009	786.45034885787	785.577289197116	783.125642446758	800.857835415443	794.963825274883	799.839879333226	785.556243291529	804.997246273145	806.713489952012	794.12483090707	793.70834388915	809.973448685559	793.068913638044	839.097526225995	819.486730077766	800.02153803654
ENSG00000000457.14	SCYL3	3426.32878676645	3406.2630897769	3635.14186820475	3531.15127280882	3486.58250672587	3425.82294111299	3410.61392309742	3844.80517813887	3277.10968227417	3059.89209376616	3452.31488224306	2944.6687576001	3006.28705119365	3384.34316720405	3478.93936207364	3940.9333539378	3499.09024708196	3107.08853499218
ENSG00000000460.17	FIRRM	1591.45351647114	1952.32458016151	1713.87156166828	1987.89132842244	2240.5178801173	2652.6781955286	2022.20001455701	1970.74515310583	1900.04522628211	1803.02809252128	2017.56266637188	1789.14300641025	1565.58322612176	1629.34666123848	1808.38528771158	2193.93673967453	1680.44749338897	2079.15483718278
ENSG00000000938.13	FGR	1739.417	1744.782	2068.591	2075.981	2056.387	2074.496	1334.55640398701	1722.20845652364	1746.145	1751.853	2371.105	1747.523	2355.715	2086.471	1743.167	1771.514	1759.564	410.662
ENSG00000000971.17	CFH	2899.77825754329	3461.90600006029	2875.71385093499	3014.37659115301	3131.11850273188	2930.60138489347	2983.65575413319	3266.04613660536	3427.52078277526	3306.06457775858	2910.42853627254	3381.05479020018	3449.04612120022	2927.97383952262	3256.42265824896	3183.9243531908	2787.40039556942	2736.65440528984
ENSG00000001036.14	FUCA2	2073.39614833188	2091.40237306202	2094.4429954885	2105.07205810217	2086.24951479177	2082.0678136708	2024.36175955585	2092.57353112933	2094.02635882495	2082.51492518513	2092.66856271639	2104.39909616982	2070.27925782064	2118.58377136578	2032.12503695459	2126.9301802097	2108.44004550306	2115.016
ENSG00000001084.13	GCLC	2793.73559021074	2749.17282037764	2936.20608679378	2868.94016527777	3003.30686462244	3041.50119759592	2271.65016667185	2715.60224339951	2942.83710928525	2704.20348923571	2626.962533143	2756.23094945502	2984.73575945599	2783.97263463459	2866.06172890663	2684.02581746613	2749.28218447591	2877.52873304986
ENSG00000001167.15	NFYA	4106.03977419925	4100.76585823687	4354.98049174128	3991.22797686161	3432.2502810533	4204.72873759202	4332.11148950178	4137.40227314762	3705.81305388303	4229.38443237027	4002.2255297158	4082.10512278326	4210.95558769396	3919.06447452387	3980.89342024184	3967.61765120428	3987.58710941065	4426.77659886958
ENSG00000001460.18	STPG1	2316.05785700723	2167.6138582423	2294.55603354406	1838.9218966984	1537.17888499382	2242.94512546704	2028.42175219544	2343.29990978534	2105.15660446562	2216.06785611872	2019.50766552805	2014.75890918349	2091.86952050068	2251.55809585596	2073.87580985549	2114.94577122575	2264.54169810878	2121.72222095835
ENSG00000001461.17	NIPAL3	4708.67770889822	4583.94934074026	4826.33096502907	4795.26854419534	4875.52105926829	4844.21907486064	4257.24148918746	3895.9541017181	3742.11216501212	4190.07572470937	4341.61912334061	4142.25484209405	4379.50528624352	4050.66881951069	4521.10959078513	4259.72257067887	4229.98901778512	4610.20451468608
ENSG00000001497.18	LAS1L	2114.76263834225	2413.88271268084	2479.15744265183	2172.49572302918	2345.26195779231	2145.50188919905	2135.89836828074	2164.74857801674	2072.94626097804	2278.89105482309	2190.18762228245	2144.79271268058	2187.4192072616	2136.71028935447	2106.1859829098	2031.21066962771	2179.84881195394	2149.0745193924
ENSG00000001561.7	ENPP4	4362.417	4367.782	4362.591	4369.981	4350.387	4368.496	4371.274	4373.457	4369.145	4374.853	4378.105	4370.523	4362.715	4380.471	4366.167	4394.514	4382.564	4374.016
ENSG00000001617.12	SEMA3F	2564.62449223254	2594.08632283878	2762.50175796278	2791.51755841638	2752.23976677741	2659.1564877128	2620.43157647878	2548.12193132158	2557.58382215295	2562.25798656549	2705.00805461314	2635.77996856596	2644.40345410437	2604.77886028592	2479.57225318122	2459.60767155077	2487.55198503065	2576.44351149752
ENSG00000001626.18	CFTR	2569.274	2569.274	2569.274	2569.274	2569.274	2569.274	2569.274	2569.274	2569.274	2569.274	2569.274	2569.274	2569.274	2569.274	2569.274	2569.274	2569.274	2569.274
