gene_id	gene_name	A_1	A_2	A_3	A_4	A_5	A_6	B_1	B_2	B_3	B_4	B_5	B_6	C_1	C_2	C_3	C_4	C_5	C_6
ENSG00000000003.16	TSPAN6	1807.21342267114	1781.54170128625	2317.62448283434	2537.15100561391	1999.33619431823	2812.0916301438	963.925981524641	683.394822864979	891.082917977189	1016.51114104935	755.860517811765	907.959517521219	885.221400511947	722.402449582258	757.137467474245	917.360288203626	1065.25790625494	1327.27242518995
ENSG00000000005.6	TNMD	0	0	0	0	0.998593483228737	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000000419.14	DPM1	882.255238731593	970.101379579674	1223.09911502032	976.578426513871	1020.67999345675	1081.46919073382	1386.03863122502	1385.82132248368	1356.88766955286	1129.48981105858	1276.18164597724	1272.01225158128	1053.24894568727	1084.39743491603	976.176974790106	698.39881453282	808.494661738903	910.821474345209
ENSG00000000457.14	SCYL3	242.85383496826	314.324359936565	285.014244290623	275.094533807759	261.055597362872	260.965883357577	251.281290955101	227.653008917441	239.442846311304	280.038516886205	229.341084811906	196.271476343247	244.580701861549	260.446616386882	193.54215222997	134.656284038962	188.715796895348	192.237852761796
ENSG00000000460.17	FIRRM	108.115408635307	112.875866705003	167.592319035413	106.406613476745	98.8888382595521	109.229992341643	302.960034739195	248.286179963965	303.604026675792	313.829082457895	254.481350862199	270.089392046956	253.50048415133	184.996308649375	236.406150171379	82.0517717444379	91.2556946344186	117.922432181829
ENSG00000000938.13	FGR	4.15704135478035	9.30792027653935	14.0712403830845	4.37005863930325	9.66250238666859	4.39378299242253	14.8658348371219	0	7.21702035155032	3.08034799655923	0.757647398797703	3.0911425030957	3.84229709877033	6.94520661881763	7.26522893342994	1.0147526131049	1.0228819119157	4.40332897634124
ENSG00000000971.17	CFH	517.162814338026	440.622358952592	687.240923239035	565.55238775624	542.05753069334	824.89066514053	828.654499033612	645.465230022661	761.609125403539	953.936034725386	821.477622164011	693.643482666277	629.060656002132	566.281978026372	334.119490946116	227.837911899996	332.633588563305	376.824457840132
ENSG00000001036.14	FUCA2	1301.41983665783	1968.14652953978	1856.4167705156	1415.21407514341	1673.81776099332	1722.19142029994	3126.6403020364	3371.93345655245	2800.45640229779	2714.17728120321	3112.70863613909	2430.44007074969	1849.85940830123	2803.41853990709	1668.63028360346	960.001365341497	1664.55050925625	1073.62874094326
ENSG00000001084.13	GCLC	1459.03770001908	1318.63121677585	1746.83700385781	1485.73808067807	1166.44371026666	1672.2176844895	1475.91406217544	1046.74195357443	950.835925829813	1301.34197635682	962.428758139708	1015.39848094052	1237.22488554433	1033.4225536988	1164.68245871105	889.753610421619	717.842524988373	1046.70779750311
ENSG00000001167.15	NFYA	1012.13967076322	1325.87461165622	1311.46317491592	1026.7368490913	1348.28683933687	1334.8134843654	1030.10005303843	1135.63986396925	1279.44658929468	964.379526213931	1332.33932471724	1161.77792781701	1017.30494649483	1544.52500570923	1554.46812696392	1261.43471786274	2084.47895537064	1895.63858745552
