ONTOLOGY,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
BP,GO:0003310,pancreatic A cell differentiation,1/11,10/18860,0.1,171.45454545454547,13.024600922008936,0.005818550352315155,0.11805014478678676,0.07653303217268156,PAX6,1
BP,GO:0002883,regulation of hypersensitivity,1/11,11/18860,0.09090909090909091,155.86776859504133,12.411513438983532,0.006398709288449322,0.11805014478678676,0.07653303217268156,ZP3,1
BP,GO:0021903,rostrocaudal neural tube patterning,1/11,11/18860,0.09090909090909091,155.86776859504133,12.411513438983532,0.006398709288449322,0.11805014478678676,0.07653303217268156,PAX6,1
BP,GO:2000344,positive regulation of acrosome reaction,1/11,11/18860,0.09090909090909091,155.86776859504133,12.411513438983532,0.006398709288449322,0.11805014478678676,0.07653303217268156,ZP3,1
BP,GO:0001547,antral ovarian follicle growth,1/11,12/18860,0.08333333333333333,142.87878787878788,11.876458938729572,0.006978560431630587,0.11805014478678676,0.07653303217268156,ZP3,1
BP,GO:0060294,cilium movement involved in cell motility,2/11,222/18860,0.009009009009009009,15.446355446355447,5.230541418308564,0.007073677063225135,0.11805014478678676,0.07653303217268156,CFAP161/DNAH7,2
BP,GO:0001539,cilium or flagellum-dependent cell motility,2/11,225/18860,0.008888888888888889,15.24040404040404,5.191111865311104,0.007259655079508359,0.11805014478678676,0.07653303217268156,CFAP161/DNAH7,2
BP,GO:0060285,cilium-dependent cell motility,2/11,225/18860,0.008888888888888889,15.24040404040404,5.191111865311104,0.007259655079508359,0.11805014478678676,0.07653303217268156,CFAP161/DNAH7,2
BP,GO:0002863,positive regulation of inflammatory response to antigenic stimulus,1/11,13/18860,0.07692307692307693,131.8881118881119,11.404133151724341,0.0075581039288319385,0.11805014478678676,0.07653303217268156,ZP3,1
BP,GO:0019321,pentose metabolic process,1/11,13/18860,0.07692307692307693,131.8881118881119,11.404133151724341,0.0075581039288319385,0.11805014478678676,0.07653303217268156,OTOGL,1
BP,GO:0021978,telencephalon regionalization,1/11,13/18860,0.07692307692307693,131.8881118881119,11.404133151724341,0.0075581039288319385,0.11805014478678676,0.07653303217268156,PAX6,1
BP,GO:0048505,regulation of timing of cell differentiation,1/11,13/18860,0.07692307692307693,131.8881118881119,11.404133151724341,0.0075581039288319385,0.11805014478678676,0.07653303217268156,PAX6,1
BP,GO:0061303,cornea development in camera-type eye,1/11,13/18860,0.07692307692307693,131.8881118881119,11.404133151724341,0.0075581039288319385,0.11805014478678676,0.07653303217268156,PAX6,1
BP,GO:0007406,negative regulation of neuroblast proliferation,1/11,14/18860,0.07142857142857142,122.46753246753246,10.983130636080032,0.008137339926963083,0.11805014478678676,0.07653303217268156,PAX6,1
BP,GO:0009950,dorsal/ventral axis specification,1/11,14/18860,0.07142857142857142,122.46753246753246,10.983130636080032,0.008137339926963083,0.11805014478678676,0.07653303217268156,PAX6,1
BP,GO:0021781,glial cell fate commitment,1/11,14/18860,0.07142857142857142,122.46753246753246,10.983130636080032,0.008137339926963083,0.11805014478678676,0.07653303217268156,PAX6,1
BP,GO:0040034,"regulation of development, heterochronic",1/11,14/18860,0.07142857142857142,122.46753246753246,10.983130636080032,0.008137339926963083,0.11805014478678676,0.07653303217268156,PAX6,1
BP,GO:0019722,calcium-mediated signaling,2/11,242/18860,0.008264462809917356,14.169797145003757,4.981174672269048,0.008355431662853312,0.11805014478678676,0.07653303217268156,ADGRB2/KSR2,2
BP,GO:0002864,regulation of acute inflammatory response to antigenic stimulus,1/11,17/18860,0.058823529411764705,100.85561497326204,9.950237407650144,0.009873204395102975,0.11805014478678676,0.07653303217268156,ZP3,1
BP,GO:0060046,regulation of acrosome reaction,1/11,17/18860,0.058823529411764705,100.85561497326204,9.950237407650144,0.009873204395102975,0.11805014478678676,0.07653303217268156,ZP3,1
BP,GO:0003341,cilium movement,2/11,269/18860,0.007434944237918215,12.747549847921595,4.687956538203051,0.01023983557558902,0.11805014478678676,0.07653303217268156,CFAP161/DNAH7,2
BP,GO:0036159,inner dynein arm assembly,1/11,18/18860,0.05555555555555555,95.25252525252526,9.664452664345694,0.010451211864808352,0.11805014478678676,0.07653303217268156,DNAH7,1
BP,GO:0045956,positive regulation of calcium ion-dependent exocytosis,1/11,18/18860,0.05555555555555555,95.25252525252526,9.664452664345694,0.010451211864808352,0.11805014478678676,0.07653303217268156,ZP3,1
BP,GO:0008356,asymmetric cell division,1/11,19/18860,0.05263157894736842,90.23923444976076,9.401392344258971,0.011028912569058469,0.11805014478678676,0.07653303217268156,PAX6,1
